MeetingID,StudentID,MeetingCompletion
11,107,false
11,122,false
11,137,true
11,141,true
11,152,false
11,167,true
11,182,false
11,197,true
11,212,true
11,227,false
11,242,false
11,257,true
11,271,false
11,272,false
11,287,false
12,2,false
12,12,true
12,17,false
12,32,false
12,47,false
12,62,false
12,77,true
12,92,true
12,107,false
12,122,false
12,137,true
12,142,true
12,152,false
12,167,true
12,182,false
12,197,true
12,212,true
12,227,false
12,242,false
12,257,true
12,272,false
12,287,false
13,2,false
13,13,true
13,17,false
13,32,false
13,47,false
13,62,false
13,77,true
13,92,true
13,107,false
13,122,false
13,137,true
13,143,false
13,152,false
13,167,true
13,182,false
13,197,true
13,212,true
13,227,false
13,242,false
13,257,true
13,272,false
13,273,true
13,287,false
15,2,false
15,15,true
15,17,false
15,32,false
15,47,false
15,62,false
15,77,true
15,92,true
15,107,false
15,122,false
15,137,true
15,145,true
15,152,false
15,167,true
15,182,false
15,197,true
15,212,true
15,227,false
15,242,false
15,257,true
15,272,false
15,275,true
15,287,false
20,3,false
20,18,false
20,20,false
20,33,true
20,48,false
20,63,false
20,78,true
20,93,false
20,108,false
20,123,false
20,138,false
20,150,false
20,153,true
20,168,true
20,183,true
20,198,false
20,213,true
20,228,true
20,243,true
20,258,false
20,273,true
20,280,false
20,288,true
22,3,false
22,5,false
22,18,false
22,20,false
22,22,true
22,33,true
22,35,true
22,48,false
22,50,false
22,63,false
22,65,false
22,78,true
22,80,true
22,93,false
22,95,true
22,108,false
22,110,true
22,123,false
22,125,false
22,138,false
22,140,false
22,152,false
22,153,true
22,155,true
22,168,true
22,170,true
22,183,true
22,185,false
22,198,false
22,200,false
22,213,true
22,215,false
22,228,true
22,230,true
22,243,true
22,245,false
22,258,false
22,260,false
22,273,true
22,275,true
22,282,true
22,288,true
22,290,false
23,3,false
23,18,false
23,23,true
23,33,true
23,48,false
23,63,false
23,78,true
23,93,false
23,108,false
23,123,false
23,138,false
23,153,true
23,168,true
23,183,true
23,198,false
23,213,true
23,228,true
23,243,true
23,258,false
23,273,true
23,283,true
23,288,true
24,3,false
24,18,false
24,24,false
24,33,true
24,48,false
24,63,false
24,78,true
24,93,false
24,108,false
24,123,false
24,138,false
24,153,true
24,154,true
24,168,true
24,183,true
24,198,false
24,213,true
24,228,true
24,243,true
24,258,false
24,273,true
24,284,true
24,288,true
25,4,false
25,19,false
25,25,false
25,34,true
25,49,true
25,64,true
25,79,true
25,94,false
25,109,true
25,124,true
25,139,true
25,154,true
25,155,true
25,169,true
25,184,true
25,199,true
25,214,true
25,229,true
25,244,true
25,259,true
25,274,true
25,285,true
25,289,true
27,4,false
27,14,false
27,19,false
27,27,false
27,29,false
27,34,true
27,44,true
27,49,true
27,59,false
27,64,true
27,74,false
27,79,true
27,89,true
27,94,false
27,104,true
27,109,true
27,119,true
27,124,true
27,134,true
27,139,true
27,149,false
27,154,true
27,157,true
27,164,true
27,169,true
27,179,true
27,184,true
27,194,false
27,199,true
27,209,true
27,214,true
27,224,false
27,229,true
27,239,true
27,244,true
27,254,true
27,259,true
27,269,true
27,274,true
27,284,true
27,287,false
27,289,true
27,299,false
28,4,false
28,19,false
28,28,false
28,34,true
28,49,true
28,64,true
28,79,true
28,94,false
28,109,true
28,124,true
28,139,true
28,154,true
28,158,true
28,169,true
28,184,true
28,199,true
28,214,true
28,229,true
28,244,true
28,259,true
28,274,true
28,288,true
28,289,true
29,4,false
29,19,false
29,29,false
29,34,true
29,49,true
29,64,true
29,79,true
29,94,false
29,109,true
29,124,true
29,139,true
29,154,true
29,159,true
29,169,true
29,184,true
29,199,true
29,214,true
29,229,true
29,244,true
29,259,true
29,274,true
29,289,true
32,4,false
32,9,true
32,19,false
32,24,false
32,32,false
32,34,true
32,39,false
32,49,true
32,54,true
32,64,true
32,69,true
32,79,true
32,84,true
32,94,false
32,99,false
32,109,true
32,114,false
32,124,true
32,129,true
32,139,true
32,144,false
32,154,true
32,159,true
32,162,true
32,169,true
32,174,true
32,184,true
32,189,false
32,199,true
32,204,true
32,214,true
32,219,false
32,229,true
32,234,true
32,244,true
32,249,false
32,259,true
32,264,false
32,274,true
32,279,true
32,289,true
32,292,false
32,294,false
33,5,false
33,20,false
33,33,true
33,35,true
33,50,false
33,65,false
33,80,true
33,95,true
33,110,true
33,125,false
33,140,false
33,155,true
33,163,false
33,170,true
33,185,false
33,200,false
33,215,false
33,230,true
33,245,false
33,260,false
33,275,true
33,290,false
33,293,false
34,5,false
34,20,false
34,34,true
34,35,true
34,50,false
34,65,false
34,80,true
34,95,true
34,110,true
34,125,false
34,140,false
34,155,true
34,164,true
34,170,true
34,185,false
34,200,false
34,215,false
34,230,true
34,245,false
34,260,false
34,275,true
34,290,false
34,294,false
35,5,false
35,20,false
35,35,true
35,50,false
35,65,false
35,80,true
35,95,true
35,110,true
35,125,false
35,140,false
35,155,true
35,165,true
35,170,true
35,185,false
35,200,false
35,215,false
35,230,true
35,245,false
35,260,false
35,275,true
35,290,false
35,295,true
36,5,false
36,20,false
36,35,true
36,36,false
36,50,false
36,65,false
36,80,true
36,95,true
36,110,true
36,125,false
36,140,false
36,155,true
36,166,false
36,170,true
36,185,false
36,200,false
36,215,false
36,230,true
36,245,false
36,260,false
36,275,true
36,290,false
36,296,true
37,5,false
37,20,false
37,35,true
37,37,false
37,50,false
37,65,false
37,80,true
37,95,true
37,110,true
37,125,false
37,140,false
37,155,true
37,167,true
37,170,true
37,185,false
37,200,false
37,215,false
37,230,true
37,245,false
37,260,false
37,275,true
37,290,false
37,297,true
40,5,false
40,20,false
40,35,true
40,40,false
40,50,false
40,65,false
40,80,true
40,95,true
40,110,true
40,125,false
40,140,false
40,155,true
40,170,true
40,185,false
40,200,false
40,215,false
40,230,true
40,245,false
40,260,false
40,275,true
40,290,false
40,300,false
42,6,false
42,21,true
42,36,false
42,42,true
42,51,false
42,66,false
42,81,true
42,96,false
42,111,true
42,126,true
42,141,true
42,156,true
42,171,true
42,172,false
42,186,true
42,201,false
42,216,true
42,231,true
42,246,true
42,261,false
42,276,true
42,291,false
45,4,false
45,6,false
45,19,false
45,21,true
45,34,true
45,36,false
45,45,false
45,49,true
45,51,false
45,64,true
45,66,false
45,79,true
45,81,true
45,94,false
45,96,false
45,109,true
45,111,true
45,124,true
45,126,true
45,139,true
45,141,true
45,154,true
45,156,true
45,169,true
45,171,true
45,175,true
45,184,true
45,186,true
45,199,true
45,201,false
45,214,true
45,216,true
45,229,true
45,231,true
45,244,true
45,246,true
45,259,true
45,261,false
45,274,true
45,276,true
45,289,true
45,291,false
46,6,false
46,21,true
46,36,false
46,46,false
46,51,false
46,66,false
46,81,true
46,96,false
46,111,true
46,126,true
46,141,true
46,156,true
46,171,true
46,176,false
46,186,true
46,201,false
46,216,true
46,231,true
46,246,true
46,261,false
46,276,true
46,291,false
47,6,false
47,21,true
47,36,false
47,47,false
47,51,false
47,66,false
47,81,true
47,96,false
47,111,true
47,126,true
47,141,true
47,156,true
47,171,true
47,177,true
47,186,true
47,201,false
47,216,true
47,231,true
47,246,true
47,261,false
47,276,true
47,291,false
48,4,false
48,6,false
48,9,true
48,19,false
48,21,true
48,24,false
48,34,true
48,36,false
48,39,false
48,48,false
48,49,true
48,51,false
48,54,true
48,64,true
48,66,false
48,69,true
48,79,true
48,81,true
48,84,true
48,94,false
48,96,false
48,99,false
48,109,true
48,111,true
48,114,false
48,124,true
48,126,true
48,129,true
48,139,true
48,141,true
48,144,false
48,154,true
48,156,true
48,159,true
48,169,true
48,171,true
48,174,true
48,178,true
48,184,true
48,186,true
48,189,false
48,199,true
48,201,false
48,204,true
48,214,true
48,216,true
48,219,false
48,229,true
48,231,true
48,234,true
48,244,true
48,246,true
48,249,false
48,259,true
48,261,false
48,264,false
48,274,true
48,276,true
48,279,true
48,289,true
48,291,false
48,294,false
53,7,true
53,22,true
53,37,false
53,52,true
53,53,false
53,67,true
53,82,true
53,97,true
53,112,true
53,127,true
53,142,true
53,157,true
53,172,false
53,183,true
53,187,false
53,202,false
53,217,false
53,232,false
53,247,false
53,262,true
53,277,true
53,292,false
54,7,true
54,13,true
54,22,true
54,28,false
54,37,false
54,43,true
54,52,true
54,54,true
54,58,true
54,67,true
54,73,false
54,82,true
54,88,false
54,97,true
54,103,true
54,112,true
54,118,false
54,127,true
54,133,false
54,142,true
54,148,true
54,157,true
54,163,false
54,172,false
54,178,true
54,184,true
54,187,false
54,193,true
54,202,false
54,208,true
54,217,false
54,223,true
54,232,false
54,238,true
54,247,false
54,253,false
54,262,true
54,268,true
54,277,true
54,283,true
54,292,false
54,298,false
55,7,true
55,22,true
55,37,false
55,52,true
55,55,false
55,67,true
55,82,true
55,97,true
55,112,true
55,127,true
55,142,true
55,157,true
55,172,false
55,185,false
55,187,false
55,202,false
55,217,false
55,232,false
55,247,false
55,262,true
55,277,true
55,292,false
56,7,true
56,22,true
56,37,false
56,52,true
56,56,false
56,67,true
56,82,true
56,97,true
56,112,true
56,127,true
56,142,true
56,157,true
56,172,false
56,186,true
56,187,false
56,202,false
56,217,false
56,232,false
56,247,false
56,262,true
56,277,true
56,292,false
57,8,true
57,13,true
57,23,true
57,28,false
57,38,false
57,43,true
57,53,false
57,57,true
57,58,true
57,68,false
57,73,false
57,83,false
57,88,false
57,98,false
57,103,true
57,113,true
57,118,false
57,128,false
57,133,false
57,143,false
57,148,true
57,158,true
57,163,false
57,173,false
57,178,true
57,187,false
57,188,true
57,193,true
57,203,false
57,208,true
57,218,true
57,223,true
57,233,true
57,238,true
57,248,false
57,253,false
57,263,true
57,268,true
57,278,true
57,283,true
57,293,false
57,298,false
58,8,true
58,23,true
58,38,false
58,53,false
58,58,true
58,68,false
58,83,false
58,98,false
58,113,true
58,128,false
58,143,false
58,158,true
58,173,false
58,188,true
58,203,false
58,218,true
58,233,true
58,248,false
58,263,true
58,278,true
58,293,false
60,8,true
60,23,true
60,38,false
60,53,false
60,60,false
60,68,false
60,83,false
60,98,false
60,113,true
60,128,false
60,143,false
60,158,true
60,173,false
60,188,true
60,190,false
60,203,false
60,218,true
60,233,true
60,248,false
60,263,true
60,278,true
60,293,false
61,8,true
61,23,true
61,38,false
61,53,false
61,61,true
61,68,false
61,83,false
61,98,false
61,113,true
61,128,false
61,143,false
61,158,true
61,173,false
61,188,true
61,191,true
61,203,false
61,218,true
61,233,true
61,248,false
61,263,true
61,278,true
61,293,false
62,8,true
62,23,true
62,38,false
62,53,false
62,62,false
62,68,false
62,83,false
62,98,false
62,113,true
62,128,false
62,143,false
62,158,true
62,173,false
62,188,true
62,192,false
62,203,false
62,218,true
62,233,true
62,248,false
62,263,true
62,278,true
62,293,false
64,8,true
64,14,false
64,23,true
64,29,false
64,38,false
64,44,true
64,53,false
64,59,false
64,64,true
64,68,false
64,74,false
64,83,false
64,89,true
64,98,false
64,104,true
64,113,true
64,119,true
64,128,false
64,134,true
64,143,false
64,149,false
64,158,true
64,164,true
64,173,false
64,179,true
64,188,true
64,194,false
64,203,false
64,209,true
64,218,true
64,224,false
64,233,true
64,239,true
64,248,false
64,254,true
64,263,true
64,269,true
64,278,true
64,284,true
64,293,false
64,299,false
65,9,true
65,24,false
65,39,false
65,54,true
65,65,false
65,69,true
65,84,true
65,99,false
65,114,false
65,129,true
65,144,false
65,159,true
65,174,true
65,189,false
65,195,false
65,204,true
65,219,false
65,234,true
65,249,false
65,264,false
65,279,true
65,294,false
66,9,true
66,24,false
66,39,false
66,54,true
66,66,false
66,69,true
66,84,true
66,99,false
66,114,false
66,129,true
66,144,false
66,159,true
66,174,true
66,189,false
66,196,true
66,204,true
66,219,false
66,234,true
66,249,false
66,264,false
66,279,true
66,294,false
68,9,true
68,24,false
68,39,false
68,54,true
68,68,false
68,69,true
68,84,true
68,99,false
68,114,false
68,129,true
68,144,false
68,159,true
68,174,true
68,189,false
68,198,false
68,204,true
68,219,false
68,234,true
68,249,false
68,264,false
68,279,true
68,294,false
70,9,true
70,24,false
70,39,false
70,54,true
70,69,true
70,70,false
70,84,true
70,99,false
70,114,false
70,129,true
70,144,false
70,159,true
70,174,true
70,189,false
70,200,false
70,204,true
70,219,false
70,234,true
70,249,false
70,264,false
70,279,true
70,294,false
71,9,true
71,24,false
71,39,false
71,54,true
71,69,true
71,71,true
71,84,true
71,99,false
71,114,false
71,129,true
71,144,false
71,159,true
71,174,true
71,189,false
71,201,false
71,204,true
71,219,false
71,234,true
71,249,false
71,264,false
71,279,true
71,294,false
72,9,true
72,13,true
72,24,false
72,28,false
72,39,false
72,43,true
72,54,true
72,58,true
72,69,true
72,72,true
72,73,false
72,84,true
72,88,false
72,99,false
72,103,true
72,114,false
72,118,false
72,129,true
72,133,false
72,144,false
72,148,true
72,159,true
72,163,false
72,174,true
72,178,true
72,189,false
72,193,true
72,202,false
72,204,true
72,208,true
72,219,false
72,223,true
72,234,true
72,238,true
72,249,false
72,253,false
72,264,false
72,268,true
72,279,true
72,283,true
72,294,false
72,298,false
73,10,true
73,25,false
73,40,false
73,55,false
73,70,false
73,73,false
73,85,false
73,100,false
73,115,true
73,130,false
73,145,true
73,160,false
73,175,true
73,190,false
73,203,false
73,205,false
73,220,true
73,235,false
73,250,true
73,265,true
73,280,false
73,295,true
75,10,true
75,25,false
75,40,false
75,55,false
75,70,false
75,75,false
75,85,false
75,100,false
75,115,true
75,130,false
75,145,true
75,160,false
75,175,true
75,190,false
75,205,false
75,220,true
75,235,false
75,250,true
75,265,true
75,280,false
75,295,true
76,6,false
76,10,true
76,21,true
76,25,false
76,36,false
76,40,false
76,51,false
76,55,false
76,66,false
76,70,false
76,76,false
76,81,true
76,85,false
76,96,false
76,100,false
76,111,true
76,115,true
76,126,true
76,130,false
76,141,true
76,145,true
76,156,true
76,160,false
76,171,true
76,175,true
76,186,true
76,190,false
76,201,false
76,205,false
76,206,true
76,216,true
76,220,true
76,231,true
76,235,false
76,246,true
76,250,true
76,261,false
76,265,true
76,276,true
76,280,false
76,291,false
76,295,true
77,10,true
77,25,false
77,40,false
77,55,false
77,70,false
77,77,true
77,85,false
77,100,false
77,115,true
77,130,false
77,145,true
77,160,false
77,175,true
77,190,false
77,205,false
77,207,true
77,220,true
77,235,false
77,250,true
77,265,true
77,280,false
77,295,true
78,10,true
78,25,false
78,40,false
78,55,false
78,70,false
78,78,true
78,85,false
78,100,false
78,115,true
78,130,false
78,145,true
78,160,false
78,175,true
78,190,false
78,205,false
78,208,true
78,220,true
78,235,false
78,250,true
78,265,true
78,280,false
78,295,true
79,10,true
79,25,false
79,40,false
79,55,false
79,70,false
79,79,true
79,85,false
79,100,false
79,115,true
79,130,false
79,145,true
79,160,false
79,175,true
79,190,false
79,205,false
79,209,true
79,220,true
79,235,false
79,250,true
79,265,true
79,280,false
79,295,true
83,11,true
83,26,false
83,41,true
83,56,false
83,71,true
83,83,false
83,86,false
83,101,true
83,116,true
83,131,true
83,146,true
83,161,false
83,176,false
83,191,true
83,206,true
83,213,true
83,221,false
83,236,false
83,251,false
83,266,true
83,281,false
83,296,true
84,11,true
84,26,false
84,41,true
84,56,false
84,71,true
84,84,true
84,86,false
84,101,true
84,116,true
84,131,true
84,146,true
84,161,false
84,176,false
84,191,true
84,206,true
84,214,true
84,221,false
84,236,false
84,251,false
84,266,true
84,281,false
84,296,true
87,5,false
87,11,true
87,13,true
87,20,false
87,26,false
87,28,false
87,35,true
87,41,true
87,43,true
87,50,false
87,56,false
87,58,true
87,65,false
87,71,true
87,73,false
87,80,true
87,86,false
87,87,true
87,88,false
87,95,true
87,101,true
87,103,true
87,110,true
87,116,true
87,118,false
87,125,false
87,131,true
87,133,false
87,140,false
87,146,true
87,148,true
87,155,true
87,161,false
87,163,false
87,170,true
87,176,false
87,178,true
87,185,false
87,191,true
87,193,true
87,200,false
87,206,true
87,208,true
87,215,false
87,217,false
87,221,false
87,223,true
87,230,true
87,236,false
87,238,true
87,245,false
87,251,false
87,253,false
87,260,false
87,266,true
87,268,true
87,275,true
87,281,false
87,283,true
87,290,false
87,296,true
87,298,false
89,12,true
89,27,false
89,42,true
89,57,true
89,72,true
89,87,true
89,89,true
89,102,false
89,117,false
89,132,false
89,147,true
89,162,true
89,177,true
89,192,false
89,207,true
89,219,false
89,222,true
89,237,false
89,252,false
89,267,true
89,282,true
89,297,true
90,12,true
90,27,false
90,42,true
90,57,true
90,72,true
90,87,true
90,90,true
90,102,false
90,117,false
90,132,false
90,147,true
90,162,true
90,177,true
90,192,false
90,207,true
90,220,true
90,222,true
90,237,false
90,252,false
90,267,true
90,282,true
90,297,true
92,12,true
92,27,false
92,42,true
92,57,true
92,72,true
92,87,true
92,92,true
92,102,false
92,117,false
92,132,false
92,147,true
92,162,true
92,177,true
92,192,false
92,207,true
92,222,true
92,237,false
92,252,false
92,267,true
92,282,true
92,297,true
94,12,true
94,27,false
94,42,true
94,57,true
94,72,true
94,87,true
94,94,false
94,102,false
94,117,false
94,132,false
94,147,true
94,162,true
94,177,true
94,192,false
94,207,true
94,222,true
94,224,false
94,237,false
94,252,false
94,267,true
94,282,true
94,297,true
95,9,true
95,12,true
95,24,false
95,27,false
95,39,false
95,42,true
95,54,true
95,57,true
95,69,true
95,72,true
95,84,true
95,87,true
95,95,true
95,99,false
95,102,false
95,114,false
95,117,false
95,129,true
95,132,false
95,144,false
95,147,true
95,159,true
95,162,true
95,174,true
95,177,true
95,189,false
95,192,false
95,204,true
95,207,true
95,219,false
95,222,true
95,225,false
95,234,true
95,237,false
95,249,false
95,252,false
95,264,false
95,267,true
95,279,true
95,282,true
95,294,false
95,297,true
96,12,true
96,27,false
96,42,true
96,57,true
96,72,true
96,87,true
96,96,false
96,102,false
96,117,false
96,132,false
96,147,true
96,162,true
96,177,true
96,192,false
96,207,true
96,222,true
96,226,true
96,237,false
96,252,false
96,267,true
96,282,true
96,297,true
97,13,true
97,28,false
97,43,true
97,58,true
97,73,false
97,88,false
97,97,true
97,103,true
97,118,false
97,133,false
97,148,true
97,163,false
97,178,true
97,193,true
97,208,true
97,223,true
97,227,false
97,238,true
97,253,false
97,268,true
97,283,true
97,298,false
98,13,true
98,28,false
98,43,true
98,58,true
98,73,false
98,88,false
98,98,false
98,103,true
98,118,false
98,133,false
98,148,true
98,163,false
98,178,true
98,193,true
98,208,true
98,223,true
98,228,true
98,238,true
98,253,false
98,268,true
98,283,true
98,298,false
101,13,true
101,28,false
101,43,true
101,58,true
101,73,false
101,88,false
101,101,true
101,103,true
101,118,false
101,133,false
101,148,true
101,163,false
101,178,true
101,193,true
101,208,true
101,223,true
101,231,true
101,238,true
101,253,false
101,268,true
101,283,true
101,298,false
102,13,true
102,28,false
102,43,true
102,58,true
102,73,false
102,88,false
102,102,false
102,103,true
102,118,false
102,133,false
102,148,true
102,163,false
102,178,true
102,193,true
102,208,true
102,223,true
102,232,false
102,238,true
102,253,false
102,268,true
102,283,true
102,298,false
103,13,true
103,28,false
103,43,true
103,58,true
103,73,false
103,88,false
103,103,true
103,118,false
103,133,false
103,148,true
103,163,false
103,178,true
103,193,true
103,208,true
103,223,true
103,233,true
103,238,true
103,253,false
103,268,true
103,283,true
103,298,false
104,13,true
104,28,false
104,43,true
104,58,true
104,73,false
104,88,false
104,103,true
104,104,true
104,118,false
104,133,false
104,148,true
104,163,false
104,178,true
104,193,true
104,208,true
104,223,true
104,234,true
104,238,true
104,253,false
104,268,true
104,283,true
104,298,false
106,13,true
106,14,false
106,28,false
106,29,false
106,43,true
106,44,true
106,58,true
106,59,false
106,73,false
106,74,false
106,88,false
106,89,true
106,103,true
106,104,true
106,106,true
106,118,false
106,119,true
106,133,false
106,134,true
106,148,true
106,149,false
106,163,false
106,164,true
106,178,true
106,179,true
106,193,true
106,194,false
106,208,true
106,209,true
106,223,true
106,224,false
106,236,false
106,238,true
106,239,true
106,253,false
106,254,true
106,268,true
106,269,true
106,283,true
106,284,true
106,298,false
106,299,false
107,14,false
107,29,false
107,44,true
107,59,false
107,74,false
107,89,true
107,104,true
107,107,false
107,119,true
107,134,true
107,149,false
107,164,true
107,179,true
107,194,false
107,209,true
107,224,false
107,237,false
107,239,true
107,254,true
107,269,true
107,284,true
107,299,false
109,14,false
109,29,false
109,44,true
109,59,false
109,74,false
109,89,true
109,104,true
109,109,true
109,119,true
109,134,true
109,149,false
109,164,true
109,179,true
109,194,false
109,209,true
109,224,false
109,239,true
109,254,true
109,269,true
109,284,true
109,299,false
110,14,false
110,29,false
110,44,true
110,59,false
110,74,false
110,89,true
110,104,true
110,110,true
110,119,true
110,134,true
110,149,false
110,164,true
110,179,true
110,194,false
110,209,true
110,224,false
110,239,true
110,240,true
110,254,true
110,269,true
110,284,true
110,299,false
112,14,false
112,29,false
112,44,true
112,59,false
112,74,false
112,89,true
112,104,true
112,112,true
112,119,true
112,134,true
112,149,false
112,164,true
112,179,true
112,194,false
112,209,true
112,224,false
112,239,true
112,242,false
112,254,true
112,269,true
112,284,true
112,299,false
113,15,true
113,30,true
113,45,false
113,60,false
113,75,false
113,90,true
113,105,false
113,113,true
113,120,true
113,135,true
113,150,false
113,165,true
113,180,false
113,195,false
113,210,true
113,225,false
113,240,true
113,243,true
113,255,true
113,270,true
113,285,true
113,300,false
114,15,true
114,30,true
114,45,false
114,60,false
114,75,false
114,90,true
114,105,false
114,114,false
114,120,true
114,135,true
114,150,false
114,165,true
114,180,false
114,195,false
114,210,true
114,225,false
114,240,true
114,244,true
114,255,true
114,270,true
114,285,true
114,300,false
115,15,true
115,30,true
115,45,false
115,60,false
115,75,false
115,90,true
115,105,false
115,115,true
115,120,true
115,135,true
115,150,false
115,165,true
115,180,false
115,195,false
115,210,true
115,225,false
115,240,true
115,245,false
115,255,true
115,270,true
115,285,true
115,300,false
116,15,true
116,30,true
116,45,false
116,60,false
116,75,false
116,90,true
116,105,false
116,116,true
116,120,true
116,135,true
116,150,false
116,165,true
116,180,false
116,195,false
116,210,true
116,225,false
116,240,true
116,246,true
116,255,true
116,270,true
116,285,true
116,300,false
117,9,true
117,15,true
117,24,false
117,30,true
117,39,false
117,45,false
117,54,true
117,60,false
117,69,true
117,75,false
117,84,true
117,90,true
117,99,false
117,105,false
117,114,false
117,117,false
117,120,true
117,129,true
117,135,true
117,144,false
117,150,false
117,159,true
117,165,true
117,174,true
117,180,false
117,189,false
117,195,false
117,204,true
117,210,true
117,219,false
117,225,false
117,234,true
117,240,true
117,247,false
117,249,false
117,255,true
117,264,false
117,270,true
117,279,true
117,285,true
117,294,false
117,300,false
118,15,true
118,30,true
118,45,false
118,60,false
118,75,false
118,90,true
118,105,false
118,118,false
118,120,true
118,135,true
118,150,false
118,165,true
118,180,false
118,195,false
118,210,true
118,225,false
118,240,true
118,248,false
118,255,true
118,270,true
118,285,true
118,300,false
119,15,true
119,30,true
119,45,false
119,60,false
119,75,false
119,90,true
119,105,false
119,119,true
119,120,true
119,135,true
119,150,false
119,165,true
119,180,false
119,195,false
119,210,true
119,225,false
119,240,true
119,249,false
119,255,true
119,270,true
119,285,true
119,300,false
120,15,true
120,30,true
120,45,false
120,60,false
120,75,false
120,90,true
120,105,false
120,120,true
120,135,true
120,150,false
120,165,true
120,180,false
120,195,false
120,210,true
120,225,false
120,240,true
120,250,true
120,255,true
120,270,true
120,285,true
120,300,false
121,121,true
121,251,false
123,122,false
123,252,false
125,123,false
125,253,false
127,124,true
127,254,true
129,125,false
129,255,true
131,126,true
131,256,true
133,127,true
133,257,true
135,128,false
135,258,false
137,129,true
137,259,true
139,130,false
139,260,false
